"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.que","Input.len","Input.act1","Input.act2","Input.img1","Input.hu1","Input.img2","Input.hu2","Input.img3","Input.hu3","Input.img4","Input.hu4","Input.img5","Input.hu5","Input.img6","Input.hu6","Input.img7","Input.hu7","Input.img8","Input.hu8","Input.img9","Input.hu9","Input.img10","Input.hu10","Answer.Q1","Answer.Q2","Answer.Q3","Approve","Reject"
"33J5JKFMK7ZO0FXYC0AA7TUNFLRQ33","3SVZJ4A2P6DXJ6XVH4SD1YZRTQ7IEN","XTOM","Based on the chat history, choose between two possibilities","image, tag, picture, tagging, photo, different","$0.15","Tue May 08 21:42:10 PDT 2018","1","BatchId:3225670;OriginalHitTemplateId:862366346;","900","259200","Tue May 15 21:42:10 PDT 2018","","","38F5OAUN5ODVBPXCLOV7ZG9NYNLH7T","AJWES6SFIP3AT","Submitted","Tue May 08 21:53:22 PDT 2018","Tue May 08 21:58:49 PDT 2018","Fri May 11 21:58:49 PDT 2018","","","","327","100% (1/1)","100% (1/1)","100% (1/1)","Is the person running or walking?","9","Running","Walking","https://cse.msu.edu/~sadiyasa/amt_img/trial_1_1.png","Show me Full Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_1_2.png","Show me Head","https://cse.msu.edu/~sadiyasa/amt_img/trial_1_3.png","Show me left knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_1_4.png","Show me left shoulder","https://cse.msu.edu/~sadiyasa/amt_img/trial_1_5.png","Show me right elbow","https://cse.msu.edu/~sadiyasa/amt_img/trial_1_6.png","Show me Neck","https://cse.msu.edu/~sadiyasa/amt_img/trial_1_7.png","Show me Lower Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_1_8.png","Show me left knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_1_9.png","Show me Neck","","","s1","s4","s4"
"3MA5N0ATTDCZGA1R9F1FG4TBE8UKWC","3SVZJ4A2P6DXJ6XVH4SD1YZRTQ7IEN","XTOM","Based on the chat history, choose between two possibilities","image, tag, picture, tagging, photo, different","$0.15","Tue May 08 21:42:10 PDT 2018","1","BatchId:3225670;OriginalHitTemplateId:862366346;","900","259200","Tue May 15 21:42:10 PDT 2018","","","31QTRG6Q2UE63QR1RATCL2VBOD0PY3","A2WGW5Y3ZFBDEC","Submitted","Tue May 08 21:46:19 PDT 2018","Tue May 08 21:54:21 PDT 2018","Fri May 11 21:54:21 PDT 2018","","","","482","0% (0/0)","0% (0/0)","0% (0/0)","Is the person running or walking?","9","Running","Walking","https://cse.msu.edu/~sadiyasa/amt_img/trial_2_1.png","Show me left ankle","https://cse.msu.edu/~sadiyasa/amt_img/trial_2_2.png","Show me right hip","https://cse.msu.edu/~sadiyasa/amt_img/trial_2_3.png","Show me left arm","https://cse.msu.edu/~sadiyasa/amt_img/trial_2_4.png","Show me left shoulder","https://cse.msu.edu/~sadiyasa/amt_img/trial_2_5.png","Show me Neck","https://cse.msu.edu/~sadiyasa/amt_img/trial_2_6.png","Show me torso","https://cse.msu.edu/~sadiyasa/amt_img/trial_2_7.png","Show me Upper Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_2_8.png","Show me right knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_2_9.png","Show me left leg","","","s1","s1","s1"
"39KV3A5D198IEEDY6G25FAL42BYS7Z","3SVZJ4A2P6DXJ6XVH4SD1YZRTQ7IEN","XTOM","Based on the chat history, choose between two possibilities","image, tag, picture, tagging, photo, different","$0.15","Tue May 08 21:42:10 PDT 2018","1","BatchId:3225670;OriginalHitTemplateId:862366346;","900","259200","Tue May 15 21:42:10 PDT 2018","","","308Q0PEVB9EZL3WP63BCDO18TQNI9Y","A2WGW5Y3ZFBDEC","Submitted","Tue May 08 21:50:53 PDT 2018","Tue May 08 21:57:50 PDT 2018","Fri May 11 21:57:50 PDT 2018","","","","417","0% (0/0)","0% (0/0)","0% (0/0)","Is the person running or walking?","6","Running","Walking","https://cse.msu.edu/~sadiyasa/amt_img/trial_3_1.png","Show me left leg","https://cse.msu.edu/~sadiyasa/amt_img/trial_3_2.png","Show me left arm","https://cse.msu.edu/~sadiyasa/amt_img/trial_3_3.png","Show me left leg","https://cse.msu.edu/~sadiyasa/amt_img/trial_3_4.png","Show me left hip","https://cse.msu.edu/~sadiyasa/amt_img/trial_3_5.png","Show me left knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_3_6.png","Show me left wrist","","","","","","","","","s2","s2","s2"
"3JYPJ2TAYJ9YGFCCWIWN8XTADFAFPA","3SVZJ4A2P6DXJ6XVH4SD1YZRTQ7IEN","XTOM","Based on the chat history, choose between two possibilities","image, tag, picture, tagging, photo, different","$0.15","Tue May 08 21:42:10 PDT 2018","1","BatchId:3225670;OriginalHitTemplateId:862366346;","900","259200","Tue May 15 21:42:10 PDT 2018","","","3T111IHZ5FRCE2Z8WQ5LRG2ZGM5R9A","AJWES6SFIP3AT","Submitted","Tue May 08 21:47:22 PDT 2018","Tue May 08 21:52:20 PDT 2018","Fri May 11 21:52:20 PDT 2018","","","","298","100% (1/1)","100% (1/1)","100% (1/1)","Is the person running or walking?","9","Running","Walking","https://cse.msu.edu/~sadiyasa/amt_img/trial_4_1.png","Show me left shoulder","https://cse.msu.edu/~sadiyasa/amt_img/trial_4_2.png","Show me Upper Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_4_3.png","Show me Head","https://cse.msu.edu/~sadiyasa/amt_img/trial_4_4.png","Show me left arm","https://cse.msu.edu/~sadiyasa/amt_img/trial_4_5.png","Show me Lower Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_4_6.png","Show me right shoulder","https://cse.msu.edu/~sadiyasa/amt_img/trial_4_7.png","Show me left leg","https://cse.msu.edu/~sadiyasa/amt_img/trial_4_8.png","Show me left wrist","https://cse.msu.edu/~sadiyasa/amt_img/trial_4_9.png","Show me right ankle","","","s1","s4","s4"
"3L55D8AUFBYLMHK3W325DI1JK7LCYQ","3SVZJ4A2P6DXJ6XVH4SD1YZRTQ7IEN","XTOM","Based on the chat history, choose between two possibilities","image, tag, picture, tagging, photo, different","$0.15","Tue May 08 21:42:10 PDT 2018","1","BatchId:3225670;OriginalHitTemplateId:862366346;","900","259200","Tue May 15 21:42:10 PDT 2018","","","35DR22AR5ELAWWW4OGA3PLL1HBG3X1","AJWES6SFIP3AT","Submitted","Tue May 08 21:46:32 PDT 2018","Tue May 08 21:51:57 PDT 2018","Fri May 11 21:51:57 PDT 2018","","","","325","100% (1/1)","100% (1/1)","100% (1/1)","Is the person running or walking?","6","Running","Walking","https://cse.msu.edu/~sadiyasa/amt_img/trial_5_1.png","Show me right shoulder","https://cse.msu.edu/~sadiyasa/amt_img/trial_5_2.png","Show me Lower Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_5_3.png","Show me left ankle","https://cse.msu.edu/~sadiyasa/amt_img/trial_5_4.png","Show me left hip","https://cse.msu.edu/~sadiyasa/amt_img/trial_5_5.png","Show me right wrist","https://cse.msu.edu/~sadiyasa/amt_img/trial_5_6.png","Show me right shoulder","","","","","","","","","s1","s4","s4"
"33Q5P9PUSQNLR7U8SP4ORPALQ1PCZH","3SVZJ4A2P6DXJ6XVH4SD1YZRTQ7IEN","XTOM","Based on the chat history, choose between two possibilities","image, tag, picture, tagging, photo, different","$0.15","Tue May 08 21:42:10 PDT 2018","1","BatchId:3225670;OriginalHitTemplateId:862366346;","900","259200","Tue May 15 21:42:10 PDT 2018","","","3TU5ZICBRE2COW1YEJA7MUXJ0UMQ8K","AJWES6SFIP3AT","Submitted","Tue May 08 21:51:09 PDT 2018","Tue May 08 21:56:08 PDT 2018","Fri May 11 21:56:08 PDT 2018","","","","299","100% (1/1)","100% (1/1)","100% (1/1)","Is the person running or walking?","10","Running","Walking","https://cse.msu.edu/~sadiyasa/amt_img/trial_6_1.png","Show me left knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_6_2.png","Show me right hip","https://cse.msu.edu/~sadiyasa/amt_img/trial_6_3.png","Show me Full Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_6_4.png","Show me right shoulder","https://cse.msu.edu/~sadiyasa/amt_img/trial_6_5.png","Show me torso","https://cse.msu.edu/~sadiyasa/amt_img/trial_6_6.png","Show me right elbow","https://cse.msu.edu/~sadiyasa/amt_img/trial_6_7.png","Show me Head","https://cse.msu.edu/~sadiyasa/amt_img/trial_6_8.png","Show me torso","https://cse.msu.edu/~sadiyasa/amt_img/trial_6_9.png","Show me right shoulder","https://cse.msu.edu/~sadiyasa/amt_img/trial_6_10.png","Show me right hip","s1","s4","s3"
"3MVY4USGB7OF3YUUP7626ZBDGR9ISK","3SVZJ4A2P6DXJ6XVH4SD1YZRTQ7IEN","XTOM","Based on the chat history, choose between two possibilities","image, tag, picture, tagging, photo, different","$0.15","Tue May 08 21:42:10 PDT 2018","1","BatchId:3225670;OriginalHitTemplateId:862366346;","900","259200","Tue May 15 21:42:10 PDT 2018","","","3BWI6RSP7HAJRF6AVNN1EDCA67QE77","A2WGW5Y3ZFBDEC","Submitted","Tue May 08 21:44:27 PDT 2018","Tue May 08 21:49:21 PDT 2018","Fri May 11 21:49:21 PDT 2018","","","","294","0% (0/0)","0% (0/0)","0% (0/0)","Is the person running or walking?","9","Running","Walking","https://cse.msu.edu/~sadiyasa/amt_img/trial_7_1.png","Show me Lower Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_7_2.png","Show me right hip","https://cse.msu.edu/~sadiyasa/amt_img/trial_7_3.png","Show me Upper Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_7_4.png","Show me Upper Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_7_5.png","Show me right leg","https://cse.msu.edu/~sadiyasa/amt_img/trial_7_6.png","Show me left hip","https://cse.msu.edu/~sadiyasa/amt_img/trial_7_7.png","Show me right arm","https://cse.msu.edu/~sadiyasa/amt_img/trial_7_8.png","Show me Head","https://cse.msu.edu/~sadiyasa/amt_img/trial_7_9.png","Show me Neck","","","s1","s4","s2"
"3PCPFX4U41RJGRDRWVBC82JKIBWFQ1","3SVZJ4A2P6DXJ6XVH4SD1YZRTQ7IEN","XTOM","Based on the chat history, choose between two possibilities","image, tag, picture, tagging, photo, different","$0.15","Tue May 08 21:42:10 PDT 2018","1","BatchId:3225670;OriginalHitTemplateId:862366346;","900","259200","Tue May 15 21:42:10 PDT 2018","","","3WYGZ5XF3XG8WDICFCWF7ZLBDIZSKS","AJWES6SFIP3AT","Submitted","Tue May 08 21:45:49 PDT 2018","Tue May 08 21:51:19 PDT 2018","Fri May 11 21:51:19 PDT 2018","","","","330","100% (1/1)","100% (1/1)","100% (1/1)","Is the person running or walking?","6","Running","Walking","https://cse.msu.edu/~sadiyasa/amt_img/trial_8_1.png","Show me Neck","https://cse.msu.edu/~sadiyasa/amt_img/trial_8_2.png","Show me right knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_8_3.png","Show me left leg","https://cse.msu.edu/~sadiyasa/amt_img/trial_8_4.png","Show me left hip","https://cse.msu.edu/~sadiyasa/amt_img/trial_8_5.png","Show me Lower Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_8_6.png","Show me right arm","","","","","","","","","s1","s4","s4"
"3P7RGTLO6FE29XYO8A5NYFWKMPRAKR","3SVZJ4A2P6DXJ6XVH4SD1YZRTQ7IEN","XTOM","Based on the chat history, choose between two possibilities","image, tag, picture, tagging, photo, different","$0.15","Tue May 08 21:42:10 PDT 2018","1","BatchId:3225670;OriginalHitTemplateId:862366346;","900","259200","Tue May 15 21:42:10 PDT 2018","","","3VELCLL3GLKXM7R41IQYVL6XFM51FF","A2WGW5Y3ZFBDEC","Submitted","Tue May 08 21:44:21 PDT 2018","Tue May 08 21:47:35 PDT 2018","Fri May 11 21:47:35 PDT 2018","","","","194","0% (0/0)","0% (0/0)","0% (0/0)","Is the person running or walking?","10","Running","Walking","https://cse.msu.edu/~sadiyasa/amt_img/trial_9_1.png","Show me Neck","https://cse.msu.edu/~sadiyasa/amt_img/trial_9_2.png","Show me right leg","https://cse.msu.edu/~sadiyasa/amt_img/trial_9_3.png","Show me right knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_9_4.png","Show me right shoulder","https://cse.msu.edu/~sadiyasa/amt_img/trial_9_5.png","Show me left knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_9_6.png","Show me right leg","https://cse.msu.edu/~sadiyasa/amt_img/trial_9_7.png","Show me left shoulder","https://cse.msu.edu/~sadiyasa/amt_img/trial_9_8.png","Show me right shoulder","https://cse.msu.edu/~sadiyasa/amt_img/trial_9_9.png","Show me left knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_9_10.png","Show me left arm","s1","s4","s4"
"3QXFBUZ4ZLHHMKG3OO1Z0OGLMB2UGK","3SVZJ4A2P6DXJ6XVH4SD1YZRTQ7IEN","XTOM","Based on the chat history, choose between two possibilities","image, tag, picture, tagging, photo, different","$0.15","Tue May 08 21:42:10 PDT 2018","1","BatchId:3225670;OriginalHitTemplateId:862366346;","900","259200","Tue May 15 21:42:10 PDT 2018","","","3TDXMTX3CCVC3KUR8W80TEA63PDI6L","AJWES6SFIP3AT","Submitted","Tue May 08 21:45:25 PDT 2018","Tue May 08 21:50:53 PDT 2018","Fri May 11 21:50:53 PDT 2018","","","","328","100% (1/1)","100% (1/1)","100% (1/1)","Is the person running or walking?","10","Running","Walking","https://cse.msu.edu/~sadiyasa/amt_img/trial_10_1.png","Show me left elbow","https://cse.msu.edu/~sadiyasa/amt_img/trial_10_2.png","Show me Full Body","https://cse.msu.edu/~sadiyasa/amt_img/trial_10_3.png","Show me left knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_10_4.png","Show me left ankle","https://cse.msu.edu/~sadiyasa/amt_img/trial_10_5.png","Show me right hip","https://cse.msu.edu/~sadiyasa/amt_img/trial_10_6.png","Show me Head","https://cse.msu.edu/~sadiyasa/amt_img/trial_10_7.png","Show me left wrist","https://cse.msu.edu/~sadiyasa/amt_img/trial_10_8.png","Show me Neck","https://cse.msu.edu/~sadiyasa/amt_img/trial_10_9.png","Show me left knee","https://cse.msu.edu/~sadiyasa/amt_img/trial_10_10.png","Show me left knee","s1","s2","s2"
